headline,label,lm_positive_words,lm_negative_words,detected_entities,detected_directional_words,senti_dd_pos_pairs,senti_dd_neg_pairs,senti_dd_score,senti_dd_prediction,correct
the company s equipment rental portfolio consists primarily of tools for small and mid sized customers in the construction industry,neutral,[],[],"['company', 'construction']",[],[],[],0,neutral,True
activities range from the development of natural resources to the retailed marketing of finished products,neutral,[],[],['product'],[],[],[],0,neutral,True
operating profit increased to eur 14 0 mn from eur 4 9 mn in the corresponding period in 2005,positive,[],[],"['eur', 'profit', 'period', 'mn']",['increas'],"['eur_increas', 'period_increas', 'mn_increas', 'profit_increas']",[],4,positive,True
the huge bridge girders will be delivered to the site from our plant in ylivieska finland,neutral,[],['bridge'],['plant'],[],[],[],-1,negative,False
schwalm at outotec com eila paatela vice president corporate communications tel +358 20 529 2004 mobile +358 400 817198 e mail eila,neutral,[],[],['communication'],[],[],[],0,neutral,True
the train is expected to cross the russian territory in 9 days reaching the vostochny port,neutral,[],[],['day'],[],[],[],0,neutral,True
key shareholders of finnish it services provider tietoenator oyj on friday rejected a hostile eur1 08 billion $ 1 67 billion offer from buyout shop nordic capital giving new life to a possible counter offer from blackstone group lp and norwegian telecom telenor asa,positive,[],"['rejected', 'hostile']","['capital', 'group', 'oyj']",[],[],[],-2,negative,False
share repurchase 11 01 2008 in the helsinki stock exchange on behalf of sampo plc danske bank a s helsinki branch,neutral,[],[],['share'],[],[],[],0,neutral,True
quartal oy now owns 2 094 063 shares in satama interactive plc which represents 5 19 per cent of the share capital and voting rights,neutral,[],[],"['capital', 'cent', 'share']",[],[],[],0,neutral,True
honkarakenne also decided yesterday to sell 88 500 of its b series shares to key staff members for eur2 9 per share,neutral,[],[],['share'],[],[],[],0,neutral,True
in december alone the members of the lithuanian brewers association sold a total of 20 3 million liters of beer an increase of 1 9 percent from the sales of 19 92 million liters in december 2004,positive,[],[],"['beer', 'liter', 'sale', 'percent']",['increas'],"['sale_increas', 'percent_increas', 'liter_increas', 'beer_increas']",[],4,positive,True
a january 11 2010 ephc board of directors has approved an increase in the quarterly dividend from $ 0 03 to $ 0 05 per share,positive,[],[],['share'],['increas'],['share_increas'],[],1,positive,True
the share capital of alma media corporation business id 1944757 4 is eur 44 767 513 80 and it is divided into 74 612 523 shares,neutral,[],[],"['eur', 'medium', 'business', 'capital', 'share']",[],[],[],0,neutral,True
operating profit of operations in finland in the period under review totaled eur 11 3 mn remaining at the 2005 level,neutral,[],[],"['eur', 'profit', 'period', 'mn']",[],[],[],0,neutral,True
operating profit rose to eur 13 5 mn from eur 9 7 mn in the corresponding period in 2006,positive,[],[],"['eur', 'profit', 'period', 'mn']",['rose'],"['profit_rose', 'eur_rose', 'period_rose', 'mn_rose']",[],4,positive,True
the order also covers design services hardware software licences as well as maintenance services over six years,neutral,[],[],"['year', 'order']",[],[],[],0,neutral,True
he joins technopolis from kone where he has held various positions within the group most recently as director of service business and business development for kone s middle eastern operations,neutral,[],[],"['group', 'business']",[],[],[],0,neutral,True
the bank is also examining the benefits of transferring the swedish business to operate as a branch office so that the operations would be governed by finland s laws,neutral,[],[],['business'],[],[],[],0,neutral,True
finnish metal components supplier componenta oyj said its net profit went up to 3 5 mln euro $ 4 5 mln in 2006 from 2 2 mln euro $ 2 8 mln in 2005,positive,[],[],"['metal', 'mln', 'net', 'profit', 'oyj']",['up'],"['profit_up', 'net_up', 'metal_up', 'oyj_up', 'mln_up']",[],5,positive,True
the total investment necessary will be eur40m the company estimated,neutral,[],[],"['company', 'investment']",[],[],[],0,neutral,True
they can be used to control the speed of electric motors used by industry and municipal engineering and in power generation using renewable energy,neutral,[],[],[],[],[],[],0,neutral,True
the office space will rise above the remodeled cannon street underground station,neutral,[],[],[],['rise'],[],[],0,neutral,True
pretax loss totalled eur 162 3 mn compared to a profit of eur 253 5 mn in 2007,negative,[],['loss'],"['eur', 'profit', 'mn']",[],[],[],-1,negative,True
before kemira s installation nordalu was producing 3 500 tons of liquid and solid aluminum waste per year,neutral,[],[],['year'],[],[],[],0,neutral,True
financial details were n t disclosed,neutral,[],['disclosed'],[],[],[],[],-1,negative,False
the reorganisation will be carried out by transferring hkscan corporation s production related property plant and equipment in finland as well as its holdings in subsidiaries and associates to hkscan finland oy a holding company wholly owned by hkscan corporation,neutral,[],[],"['plant', 'company']",[],[],[],0,neutral,True
full year net sales are expected to increase by approximately 10 the company said,positive,[],[],"['company', 'net', 'sale', 'year']",['increas'],"['sale_increas', 'year_increas', 'net_increas']",['company_increas'],2,positive,True
in 2007 etteplan reported a turnover of eur125 2 m,neutral,[],[],['turnover'],[],[],[],0,neutral,True
our customer has been satisfied with basware invoice automation solution and extends the implementation to new geographies,positive,['satisfied'],[],['solution'],[],[],[],1,positive,True
the diameter protocol is developed according to the standards ietf rfc 3588 and ietf rfc 3539,neutral,[],[],[],[],[],[],0,neutral,True
27 january 2011 finnish it solutions provider affecto oyj hel : afe1v said today it has won a eur1 2 m usd1 6 m contract from state owned lithuanian social insurance institution sodra,positive,[],[],"['contract', 'oyj', 'solution']",[],[],[],0,neutral,False
exel composites in brief exel composites is a technology company which designs manufactures and markets composite profiles and tubes for industrial applications,neutral,[],[],['company'],[],[],[],0,neutral,True
the board established a remuneration committee with following members : sari baldauf chairman tapio hintikka heikki westerlund in addition the board decided to appoint a nomination committee at a later stage,neutral,[],[],[],[],[],[],0,neutral,True
lining stone sales were also good in the early autumn and order books are strong to the end of the year,positive,"['good', 'strong']",[],"['sale', 'end', 'year', 'order']",[],[],[],2,positive,True
8 may 2009 finnish liquid handling products and diagnostic test systems maker biohit oyj hel : biobv said today 8 may 2009 its net loss narrowed to eur0 1 m usd0 14 m for the first quarter of 2009 from eur0 4 m for the same period of 2008,positive,[],['loss'],"['product', 'maker', 'quarter', 'period', 'net', 'oyj', 'system']",[],[],[],-1,negative,False
net profit fell by almost half to +é 5 5 million from +é 9 4 million at the end of 2007,negative,[],[],"['net', 'profit', 'end']",['fell'],[],"['end_fell', 'profit_fell', 'net_fell']",-3,negative,True
the company slipped to an operating loss of eur 2 6 million from a profit of eur 1 3 million,negative,[],['loss'],"['eur', 'company', 'profit']",[],[],[],-1,negative,True
he joined rautakirja in 1997 to lead one of its four business areas and took up the position of president and ceo in 2001,neutral,[],[],"['area', 'business']",['up'],"['business_up', 'area_up']",[],2,positive,False
terms were not disclosed,neutral,[],['disclosed'],[],[],[],[],-1,negative,False
printed fabrics and related design expertise have always been the core of marimekko s business and brand,neutral,[],[],['business'],[],[],[],0,neutral,True
capman has six investment areas capman buyout capman technology capman life science capman russia capman public market and capman real estate and each of them has a dedicated team and funds,neutral,[],[],"['area', 'investment']",[],[],[],0,neutral,True
of the company s net sales 38 was acquired in finland 21 in other european countries 40 in asia and 1 in the us,neutral,[],[],"['company', 'sale', 'net']",[],[],[],0,neutral,True
combining the two producers will create a strong eu based fertilizer industry capable of meeting global competition they added,positive,['strong'],[],[],[],[],[],1,positive,True
we re delighted with the move says morna cowie co owner above it s double the size of our current shop and has a lovely feel to it,positive,['delighted'],[],[],['doubl'],[],[],1,positive,True
no changes in media activity were seen in october compared with september,neutral,[],[],"['september', 'medium']",[],[],[],0,neutral,True
in the reporting period net sales rose by 8 year on year to eur64 3 m due to the business acquisitions realized during the first half of 2008 09 the effect of which was eur10 9 m in the review period,positive,[],[],"['sale', 'business', 'period', 'net', 'year']",['rose'],"['sale_rose', 'business_rose', 'year_rose', 'net_rose', 'period_rose']",[],5,positive,True
in 2009 lee & man had a combined annual production capacity of close to 4 5 million tonnes of paper and 300 000 tonnes of pulp,neutral,[],[],['paper'],[],[],[],0,neutral,True
the expansion is to be finalized in the autumn of 2009,neutral,[],[],[],[],[],[],0,neutral,True
the value of the deal was not disclosed,neutral,[],['disclosed'],['value'],[],[],[],-1,negative,False
what would you like to see changed on nokia s next attempt,neutral,[],[],[],[],[],[],0,neutral,True
the new factory working model and reorganisations would decrease nokian tyres costs in the factory by eur 30 million usd 38 7 m,positive,[],[],"['eur', 'cost']",['decreas'],['cost_decreas'],['eur_decreas'],0,neutral,False
one can also apply for jobs directly from the ipad select which cv to attach and which covering letter is most appropriate for each position,neutral,[],[],[],[],[],[],0,neutral,True
the new name of the sanoma division will be sanoma news,neutral,[],[],['news'],[],[],[],0,neutral,True
products include consumer electronics devices such as mobile phones and their accessories set top boxes flat panel tvs as well as system solutions products such as infrastructure systems modules and other industrial segment products,neutral,[],[],"['product', 'system', 'solution']",[],[],[],0,neutral,True
the agreement strengthens our long term partnership with nokia siemens networks,positive,['strengthens'],[],[],[],[],[],1,positive,True
finnish shipping company finnlines pretax loss totalled eur 6 5 mn in the third quarter of 2009 compared to a profit of eur 0 3 mn in the third quarter of 2008,negative,[],['loss'],"['eur', 'quarter', 'profit', 'company', 'mn']",[],[],[],-1,negative,True
net sales of the vegetable oil business rose to eur 10 6 mn from eur 10 1 mn,positive,[],[],"['eur', 'sale', 'business', 'net', 'mn']",['rose'],"['eur_rose', 'sale_rose', 'mn_rose', 'business_rose', 'net_rose']",[],5,positive,True
diluted earnings per share eps rose to eur 1 05 from eur 0 64,positive,[],[],"['eur', 'share']",['rose'],"['share_rose', 'eur_rose']",[],2,positive,True
suomen paikallissanomat oy is part of alma media group and it currently publishes 15 local newspapers across finland,neutral,[],[],"['group', 'medium']",[],[],[],0,neutral,True
kemira shares closed at x20ac 16 66 $ 22us 71,neutral,[],['closed'],['share'],[],[],[],-1,negative,False
